countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,organisation,Polish Physical Society,Polish Physical Society,,18705
,organisation,Portuguese Physical Society,Portuguese Physical Society,,18706
,organisation,Romanian Physical Society,Romanian Physical Society,,18707
,organisation,United Physical Society of the Russian Federation,United Physical Society of the Russian Federation,,18708
,organisation,Slocak Physical Society,Slocak Physical Society,,18709
,organisation,Society of Mathematicians Physicists and Astronomers of Slovenia,Society of Mathematicians Physicists and Astronomers of Slovenia,,18710
,organisation,Royal Spanish Physical Society,Royal Spanish Physical Society,,18711
,organisation,Swedish Physical Society,Swedish Physical Society,,18712
,organisation,Swiss Physical Society,Swiss Physical Society,,18713
,organisation,Turkish Physical Society,Turkish Physical Society,,18714
,organisation,Institute of Physics,Institute of Physics,,18715
,organisation,Ukrainian Physical Society,Ukrainian Physical Society,,18716
,organisation,Association Luxembouggeoise des Physciens,Association Luxembouggeoise des Physciens,,18717
,organisation,Serbian Physcial Society,Serbian Physcial Society,,18718
,organisation,camst,camst,,18719
,organisation,cmb carpi,cmb carpi,,18720
,organisation,conad,conad,,18721
,organisation,coop adriatica,coop adriatica,,18722
,organisation,coop ansaloni,coop ansaloni,,18723
,organisation,coop consumatori nordest,coop consumatori nordest,,18724
,organisation,coop costruzioni,coop costruzioni,,18725
,organisation,emilbanca,emilbanca,,18726
,organisation,coopfond,coopfond,,18727
,organisation,granarolo,granarolo,,18728
,organisation,gamedit,gamedit,,18729
,organisation,hera spa,hera spa,,18730
,organisation,homina pdc,homina pdc,,18731
,organisation,manutencoop,manutencoop,,18732
,organisation,nordiconad,nordiconad,,18733
,organisation,obiettivo lavoro,obiettivo lavoro,,18734
,organisation,Tetra Pak,tetra pak,,18735
,organisation,SCS,scs,,18736
,organisation,Unipol,unipol,,18737
,organisation,CCC,ccc,,18738
,organisation,palm spa,palm spa,,18739
,organisation,indica srl,indica srl,,18740
,organisation,mediagroup 98,mediagroup 98,,18741
,organisation,cadiai,cadiai,,18742
,organisation,romagna acque - società delle fonti,romagna acque - società delle fonti,,18743
,organisation,IGD SIIQ,IGD SIIQ,,18744
,organisation,Aalto yliopiston ylioppilaskunta (AYY),Aalto yliopiston ylioppilaskunta (AYY),,18745
,organisation,Helsingin yliopiston ylioppilaskunta (HYY),Helsingin yliopiston ylioppilaskunta (HYY),,18746
,organisation,Itä-Suomen yliopiston ylioppilaskunta (ISYY),Itä-Suomen yliopiston ylioppilaskunta (ISYY),,18747
,organisation,Jyväskylän yliopiston ylioppilaskunta (JYY),Jyväskylän yliopiston ylioppilaskunta (JYY),,18748
,organisation,Vaasan yliopiston ylioppilaskunta (VYY),Vaasan yliopiston ylioppilaskunta (VYY),,18749
,organisation,Kuvataideakatemian oppilaskunta (KUVYO),Kuvataideakatemian oppilaskunta (KUVYO),,18750
,organisation,Lapin yliopiston ylioppilaskunta (LYY),Lapin yliopiston ylioppilaskunta (LYY),,18751
,organisation,Lappeenrannan teknillisen yliopiston ylioppilaskunta (LTKY),Lappeenrannan teknillisen yliopiston ylioppilaskunta (LTKY),,18752
,organisation,Oulun yliopiston ylioppilaskunta (OYY),Oulun yliopiston ylioppilaskunta (OYY),,18753
,organisation,Sibelius-Akatemian ylioppilaskunta (SAY),Sibelius-Akatemian ylioppilaskunta (SAY),,18754
,organisation,Snellman-korkeakoulun ylioppilaskunta (SKY),Snellman-korkeakoulun ylioppilaskunta (SKY),,18755
,organisation,Svenska Handelshögskolans Studentkår (SHS),Svenska Handelshögskolans Studentkår (SHS),,18756
,organisation,Åbo Akademis Studentkår (ÅAS),Åbo Akademis Studentkår (ÅAS),,18757
,organisation,Tampereen teknillisen yliopiston ylioppilaskunta (TTYY),Tampereen teknillisen yliopiston ylioppilaskunta (TTYY),,18758
,organisation,Tampereen yliopiston ylioppilaskunta (Tamy),Tampereen yliopiston ylioppilaskunta (Tamy),,18759
,organisation,Teatterikorkeakoulun ylioppilaskunta (TEYO),Teatterikorkeakoulun ylioppilaskunta (TEYO),,18760
,organisation,Turun yliopiston ylioppilaskunta (TYY),Turun yliopiston ylioppilaskunta (TYY),,18761
,organisation,American Psychosocial Oncology Society (APOS),American Psychosocial Oncology Society (APOS),,18762
,organisation,"Association of Psychosocial Oncology (POA, Lithuania)","Association of Psychosocial Oncology (POA, Lithuania)",,18763
,organisation,Australian Psychosocial Oncology Society (OZPOS),Australian Psychosocial Oncology Society (OZPOS),,18764
,organisation,Austrian Platform of Psycho-oncology (ÖPPO),Austrian Platform of Psycho-oncology (ÖPPO),,18765
,organisation,British Psychosocial Oncology Society (BPOS),British Psychosocial Oncology Society (BPOS),,18766
,organisation,Canadian Association of Psychosocial Oncology (CAPO),Canadian Association of Psychosocial Oncology (CAPO),,18767
,organisation,Dutch Society of Psychosocial Oncology (NVPO),Dutch Society of Psychosocial Oncology (NVPO),,18768
,organisation,French Society of Psycho-Oncology (SFPO),French Society of Psycho-Oncology (SFPO),,18769
,organisation,"Hellenic Society of Psychosocial Oncology (HSPO, Greece)","Hellenic Society of Psychosocial Oncology (HSPO, Greece)",,18770
,organisation,Hungarian Psycho-oncology Society (MPOT),Hungarian Psycho-oncology Society (MPOT),,18771
,organisation,Israel Psycho-Oncology Society (IPSO),Israel Psycho-Oncology Society (IPSO),,18772
,organisation,Italian Society of Psycho-Oncology (SIPO),Italian Society of Psycho-Oncology (SIPO),,18773
,organisation,Polish Psycho-oncology Society (PTPO),Polish Psycho-oncology Society (PTPO),,18774
,organisation,Portuguese Academy of Psycho-Oncology (APPO),Portuguese Academy of Psycho-Oncology (APPO),,18775
,organisation,Portuguese Psycho-Oncology Society (SPPO),Portuguese Psycho-Oncology Society (SPPO),,18776
,organisation,"Psychosocial Oncology Association (PSOG, Turkey)","Psychosocial Oncology Association (PSOG, Turkey)",,18777
,organisation,Spanish Psycho-Oncology Society (SEPO),Spanish Psycho-Oncology Society (SEPO),,18778
,organisation,Swedish Psycho-Oncology Society (SWEDPOS),Swedish Psycho-Oncology Society (SWEDPOS),,18779
,organisation,Swiss Society of Psycho-Oncology (SGPO),Swiss Society of Psycho-Oncology (SGPO),,18780
,organisation,"Centre of Psycho-Oncology for Education and Research (COPER, India)","Centre of Psycho-Oncology for Education and Research (COPER, India)",,18781
,organisation,Latin American Association of Palliative Care (ALCP),Latin American Association of Palliative Care (ALCP),,18782
,organisation,South African Oncology Social Work Association (SAOSWA),South African Oncology Social Work Association (SAOSWA),,18783
,organisation,"Cancer Patients Aid Association (CPAA, India)","Cancer Patients Aid Association (CPAA, India)",,18784
,organisation,German Association of Psycho-Social Oncology (DAPO),German Association of Psycho-Social Oncology (DAPO),,18785
,organisation,Japan Psycho-Oncology Society (JPOS),Japan Psycho-Oncology Society (JPOS),,18786
,organisation,Psycho-Oncology Society of Nigeria (POSON),Psycho-Oncology Society of Nigeria (POSON),,18787
,organisation,"Psycho-Oncology Cooperative Research Group (PoCoG, Australia)","Psycho-Oncology Cooperative Research Group (PoCoG, Australia)",,18788
,organisation,Romanian Association of Psycho-Oncology (ARPO),Romanian Association of Psycho-Oncology (ARPO),,18789
,organisation,Taiwan Psycho-Oncology Society (TPOS),Taiwan Psycho-Oncology Society (TPOS),,18790
,organisation,Brazilian Psycho-Oncology Society (SBPO),Brazilian Psycho-Oncology Society (SBPO),,18791
,organisation,Turkish Psychosocial Oncology Association (PSOD),Turkish Psychosocial Oncology Association (PSOD),,18792
,organisation,Psychosocial Oncology New Zealand (PONZ)New,Psychosocial Oncology New Zealand (PONZ)New,,18793
,organisation,ESN Austria,ESN Austria,,18794
,organisation,ESN Azerbaijan,ESN Azerbaijan,,18795
,organisation,ESN Belgium,ESN Belgium,,18796
,organisation,ESN Bosnia and Herzegovina,ESN Bosnia and Herzegovina,,18797
,organisation,ESN Bulgaria,ESN Bulgaria,,18798
,organisation,ESN Croatia,ESN Croatia,,18799
,organisation,ESN Cyprus,ESN Cyprus,,18800
,organisation,ESN Czech Republic,ESN Czech Republic,,18801
,organisation,ESN Denmark,ESN Denmark,,18802
,organisation,ESN Estonia,ESN Estonia,,18803
,organisation,ESN Finland,ESN Finland,,18804
,organisation,ESN France,ESN France,,18805
,organisation,ESN F.Y.R.O.M.,ESN F.Y.R.O.M.,,18806
,organisation,ESN Georgia,ESN Georgia,,18807
,organisation,ESN Germany,ESN Germany,,18808
,organisation,ESN Greece,ESN Greece,,18809
,organisation,ESN Hungary,ESN Hungary,,18810
,organisation,ESN Iceland,ESN Iceland,,18811
,organisation,ESN Ireland,ESN Ireland,,18812
,organisation,ESN Italy,ESN Italy,,18813
,organisation,ESN Latvia,ESN Latvia,,18814
,organisation,ESN Lithuania,ESN Lithuania,,18815
,organisation,ESN Malta,ESN Malta,,18816
,organisation,ESN Netherlands,ESN Netherlands,,18817
,organisation,ESN Norway,ESN Norway,,18818
,organisation,ESN Poland,ESN Poland,,18819
,organisation,ESN Portugal,ESN Portugal,,18820
,organisation,ESN Romania,ESN Romania,,18821
,organisation,ESN Serbia,ESN Serbia,,18822
,organisation,ESN Slovakia,ESN Slovakia,,18823
,organisation,ESN Slovenia,ESN Slovenia,,18824
,organisation,ESN Spain,ESN Spain,,18825
,organisation,ESN Sweden,ESN Sweden,,18826
,organisation,ESN Switzerland,ESN Switzerland,,18827
,organisation,ESN Turkey,ESN Turkey,,18828
,organisation,ESN United Kingdom,ESN United Kingdom,,18829
,organisation,ADHD-association,ADHD-association,,18830
,organisation,The Adoption Families,The Adoption Families,,18831
,organisation,Aivohalvaus- ja dysfasialiitto ry,Aivohalvaus- ja dysfasialiitto ry,,18832
,organisation,Aivovammaliitto ry,Aivovammaliitto ry,,18833
,organisation,The League of A-Guilds,The League of A-Guilds,,18834
,organisation,The A-Clinic Foundation,The A-Clinic Foundation,,18835
,organisation,The Allergy and Asthma Federation,The Allergy and Asthma Federation,,18836
,organisation,Children of the Station,Children of the Station,,18837
,organisation,Housing Service Foundation ASPA,Housing Service Foundation ASPA,,18838
,organisation,The Finnish Association for Autism and Asperger's Syndrome,The Finnish Association for Autism and Asperger's Syndrome,,18839
,organisation,The Finnish Children's Welfare Association,The Finnish Children's Welfare Association,,18840
,organisation,Crohn ja Colitis ry,Crohn ja Colitis ry,,18841
,organisation,The Finnish Pensioners' Federation,The Finnish Pensioners' Federation,,18842
,organisation,The Pensioners,The Pensioners,,18843
,organisation,The Finnish Association for Healthy Lifestyles,The Finnish Association for Healthy Lifestyles,,18844
,organisation,Elämä On Parasta Huumetta ry,Elämä On Parasta Huumetta ry,,18845
,organisation,The Federation of Mother and Child Homes and Shelters,The Federation of Mother and Child Homes and Shelters,,18846
,organisation,The Finnish Epilepsy Association,The Finnish Epilepsy Association,,18847
,organisation,The Fedeation of Special Welfare Organisations,The Fedeation of Special Welfare Organisations,,18848
,organisation,Finland's Swedish-speaking National Psychosocial Central Association,Finland's Swedish-speaking National Psychosocial Central Association,,18849
,organisation,Finnilco ry,Finnilco ry,,18850
,organisation,The Health Association of Folkhälsan,The Health Association of Folkhälsan,,18851
,organisation,The Association for Swedish-speaking Persons in Finland with Learning,The Association for Swedish-speaking Persons in Finland with Learning,,18852
,organisation,The Federation of Swedish Speaking Visually impaired in Finland,The Federation of Swedish Speaking Visually impaired in Finland,,18853
,organisation,The Home and School Association in Finland,The Home and School Association in Finland,,18854
,organisation,Pulmonary Association Heli,Pulmonary Association Heli,,18855
,organisation,"The Finnish Association for Rehabilitation, Health and Recreation","The Finnish Association for Rehabilitation, Health and Recreation",,18856
,organisation,Ihmissuhdetyö ry,Ihmissuhdetyö ry,,18857
,organisation,The Finnish Central Organisation for Skin Patients,The Finnish Central Organisation for Skin Patients,,18858
,organisation,The Breastfeeding Support Association in Finland,The Breastfeeding Support Association in Finland,,18859
,organisation,The National Association of the Disabled,The National Association of the Disabled,,18860
,organisation,The Invalid Foundation,The Invalid Foundation,,18861
,organisation,Free From Drugs,Free from Drugs,,18862
,organisation,Kansaneläkelaitoksen Paikallisjohtajat ry,Kansaneläkelaitoksen Paikallisjohtajat ry,,18863
,organisation,KATAJA - Parisuhdekeskus ry,KATAJA - Parisuhdekeskus ry,,18864
,organisation,Service Foundation for People with an Intellectual Disability,Service Foundation for People with an Intellectual Disability,,18865
,organisation,The Finnish Association of Societies for Persons with Mental Handicap,The Finnish Association of Societies for Persons with Mental Handicap,,18866
,organisation,The Finnish Association on Mental Retardation,The Finnish Association on Mental Retardation,,18867
,organisation,Kelan Toimihenkilöt ry,Kelan Toimihenkilöt ry,,18868
,organisation,Kirkkopalvelut ry,Kirkkopalvelut ry,,18869
,organisation,Kirkon diakonia ja yhteiskuntatyö KDY,Kirkon diakonia ja yhteiskuntatyö KDY,,18870
,organisation,The Central Federation on Behalf of the Home,The Central Federation on Behalf of the Home,,18871
,organisation,The Probation Foundation Finland,The Probation Foundation Finland,,18872
,organisation,Punkaharju Rehabilitation and Well-being Centre,Punkaharju Rehabilitation and Well-being Centre,,18873
,organisation,Medical Rehabilitation Center Peurunka,Medical Rehabilitation Center Peurunka,,18874
,organisation,The Rehabilitation Foundation,The Rehabilitation Foundation,,18875
,organisation,The Finnish Federation of Hard of Hearing,The Finnish Federation of Hard of Hearing,,18876
,organisation,Finnish Association of the Deaf,The Finnish Association of the Deaf,,18877
,organisation,The Foundation for Homes for the Deaf,The Foundation for Homes for the Deaf,,18878
,organisation,The Threshold Association,The Threshold Association,,18879
,organisation,The Children's Summer,The Children's Summer,,18880
,organisation,The Central Union for Child Welfare,The Central Union for Child Welfare,,18881
,organisation,The Finnish Muscular Diseases Association,The Finnish Muscular Diseases Association,,18882
,organisation,The Holiday Home Association,The Holiday Home Association,,18883
,organisation,Lomaliitto ry,Lomaliitto ry,,18884
,organisation,The Holiday Group,The Holiday Group,,18885
,organisation,Rural Health and Holiday Care,Rural Health and Holiday Care,,18886
,organisation,The Mannerheim League for Child Welfare,The Mannerheim League for Child Welfare,,18887
,organisation,The Central Association of Mental Health,The Central Association of Mental Health,,18888
,organisation,Mielenterveysyhdistys HELMI ry,Mielenterveysyhdistys HELMI ry,,18889
,organisation,The Miina Sillanpää foundation,The Miina Sillanpää foundation,,18890
,organisation,The Alzheimer Society of Finland,The Alzheimer Society of Finland,,18891
,organisation,Munuais- ja maksaliitto ry,Munuais- ja maksaliitto ry,,18892
,organisation,Myllyhoitoyhdistys ry,Myllyhoitoyhdistys ry,,18893
,organisation,Women Together Against Addictions,Women Together Against Addictions,,18894
,organisation,Non Fighting Generation,Non Fighting Generation,,18895
,organisation,The Youth Foundation,The Youth Foundation,,18896
,organisation,Youth Service,Youth Service,,18897
,organisation,The Friends of the Young Association,The Friends of the Young Association,,18898
,organisation,Nykterhetsförbundet Hälsa och Trafik rf,Nykterhetsförbundet Hälsa och Trafik rf,,18899
,organisation,Finnish Association for Parents of Children with Visual Impairments,Finnish Association for Parents of Children with Visual Impairments,,18900
,organisation,Finnish Federation of the Visually Impaired,The Finnish Federation of the Visually Impaired,,18901
,organisation,The National Family Association promoting Mental Health in Finland,The National Family Association promoting Mental Health in Finland,,18902
,organisation,The Association of Care Giving Relatives and Friends,The Association of Care Giving Relatives and Friends,,18903
,organisation,Oulun Diakonissalaitoksen säätiö,Oulun Diakonissalaitoksen säätiö,,18904
,organisation,The Best for Children,The Best for Children,,18905
,organisation,Save the Children Finland,Save the Children Finland,,18906
,organisation,The Finnish Federation of Foster Care Associations,The Finnish Federation of Foster Care Associations,,18907
,organisation,The Lauste Family Rehabilitation Center,The Lauste Family Rehabilitation Center,,18908
,organisation,Centre of Expertise in Child Welfare,Centre of Expertise in Child Welfare,,18909
,organisation,ProMama ry,ProMama ry,,18910
,organisation,The Finnish Psoriasis Association,The Finnish Psoriasis Association,,18911
